50.095,-1.5029,3
48.737,-12.06,3
60.331,-1.4927,3
43.636,11.477,3
42.557,9.1904,3
49.674,3.1283,3
55.272,-9.1114,3
37.833,4.3328,3
24.706,-1.5775,3
53.916,-7.6476,3
26.011,-6.5389,3
45.575,25.729,3
51.271,15.486,3
45.423,7.6907,3
56.342,15.504,3
41.24,3.3692,3
39.804,-13.346,3
41.345,-9.1858,3
35.301,-24.456,3
56.43,-3.2799,3
43.83,8.5746,3
48.786,-6.7025,3
44.403,-5.5068,3
66.686,4.2837,3
52.969,-6.0243,3
43.867,-14.479,3
64.81,-7.7201,3
43.928,6.018,3
53.954,81.41,4
77.463,80.024,4
75.409,82.341,4
87.146,83.049,4
71.908,92.541,4
86.313,100.38,4
61.761,68.724,4
86.344,98.78,4
76.588,71.803,4
44.249,72.383,4
88.278,35.565,4
68.2,89.679,4
53.691,100.96,4
80.224,87.705,4
77.765,87.943,4
75.703,86.338,4
62.623,97.885,4
81.001,99.019,4
48.943,91.726,4
60.305,86.612,4
98.613,63.024,4
64.492,97.129,4
90.699,64.722,4
75.268,77.543,4
61.548,69.727,4
65.35,95.096,4
69.97,65.76,4
62.284,83.055,4
94.074,93.888,4
56.048,102.81,4
53.197,75.737,4
77.64,88.69,4
77.337,75.693,4
91.184,66.545,4
28.241,99.321,4
67.561,93.067,4
76.197,100.88,4
55.549,76.064,4
61.173,103.45,4
81.715,67.697,4
80.453,91.817,4
74.945,92.701,4
46.622,58.962,4
80.58,99.033,4
74.229,112.43,4
97.34,106.4,4
81.64,85.838,4
49.413,90.989,4
80.62,81.094,4
68.928,71.982,4
69.496,76.167,4
71.06,92.372,4
66.295,83.022,4
63.665,121.05,4
57.575,93.459,4
42.639,93.016,4
82.248,82.769,4
39.067,85.314,4
98.525,71.613,4
60.21,106.93,4
66.88,69.958,4
63.395,80.32,4
76.127,76.005,4
70.083,112.09,4
47.951,100.73,4
33.121,82.439,4
66.562,85.988,4
68.1,92.981,4
93.954,78.444,4
63.554,74.109,4
74.79,100.17,4
80.301,94.2,4
47.638,93.785,4
82.205,106.66,4
68.173,69.004,4
51.001,95.978,4
68.421,105.11,4
62.506,109.97,4
106.31,89.107,4
65.634,85.016,4
81.268,98.403,4
89.156,74.224,4
92.658,49.643,4
46.577,93.31,4
59.671,79.934,4
43.213,81.974,4
69.175,83.667,4
84.14,89.287,4
75.188,94.31,4
53.048,70.014,4
99.718,81.286,4
60.627,72.109,4
93.331,87.865,4
70.523,69.35,4
86.297,68.576,4
83.056,79.216,4
123.4,86.699,4
72.603,71.246,4
59.665,83.775,4
90.836,78.872,4
97.55,63.177,5
96.413,51.758,5
104.76,79.559,5
63.862,57.978,5
66.512,80.76,5
115.07,60.05,5
77.865,65.769,5
88.223,79.742,5
95.922,67.166,5
85.739,91.372,5
65.587,38.48,5
85.91,37.989,5
79.88,73.413,5
114.89,49.048,5
110.42,56.814,5
91.798,70.025,5
78.247,60.204,5
88.404,54.985,5
90.367,62.298,5
71.436,41.649,5
100.28,55.361,5
84.477,73.988,5
66.586,60.95,5
72.621,94.563,5
102.95,73.405,5
85.766,81.092,5
107.67,59.235,5
80.342,38.438,5
88.142,46.44,5
56.938,77.791,5
90.8,41.722,5
62.309,68.842,5
71.815,64.854,5
92.08,41.863,5
110.57,69.996,5
84.664,38.722,5
86.901,58.638,5
104.12,43.38,5
89.266,60.004,5
85.492,54.34,5
84.775,34.882,5
76.751,71.334,5
93.464,71.713,5
83.323,62.158,5
88.614,51.344,5
109.23,28.94,5
74.43,43.588,5
78.974,60.351,5
93.201,57.888,5
92.921,55.43,5
90.525,58.174,5
112.47,72.743,5
73.44,69.807,5
83.543,32.666,5
78.389,56.091,5
75.185,27.043,5
81.439,84.787,5
114.03,78.666,5
76.035,74.107,5
93.07,60.322,5
68.729,66.493,5
74.489,50.942,5
99.765,70.487,5
78.97,50.699,5
82.336,33.545,5
78.536,69.039,5
103.01,79.237,5
61.516,64.245,5
90.116,17.633,5
77.318,69.613,5
93.932,88.918,5
63.594,26.438,5
112.69,78.504,5
81.063,71.623,5
116.16,42.134,5
77.295,47.193,5
73.323,22.763,5
91.245,91.439,5
72.562,39.493,5
91.264,56.405,5
93.264,50.721,5
92.999,60.212,5
88.353,57.068,5
86.3,35.906,5
76.089,55.935,5
77.438,56.057,5
110.13,50.623,5
56.694,60.273,5
72.838,45.397,5
91.354,38.805,5
93.343,51.159,5
79.723,46.626,5
91.003,37.414,5
82.915,66.281,5
100.21,51.339,5
92.706,63.102,5
79.624,51.036,5
54.479,62.07,5
92.855,65.055,5
116.41,56.848,5
